restaurant_id,name,city,cuisine,rating,votes,cost_for_two,delivery_time_mins,online_order_pct,table_booking,has_bar,parking_available
251,Golden's Biryani Grill,Delhi,Desserts,3.8,1845,855,50,0.41,True,False,False
252,Spice's Street Food Eatery,Kolkata,South Indian,4.1,698,478,33,0.92,True,True,True
253,Bistro's Japanese Point,Jaipur,Mexican,3.2,1031,485,38,0.87,True,False,False
254,Palace's Mexican Junction,Lucknow,Italian,3.4,3779,766,28,0.42,True,False,True
255,Corner's Street Food Corner,Bangalore,Japanese,3.6,332,1364,38,0.33,True,False,False
256,Garden Tales,Ahmedabad,Cafe,3.2,1334,423,58,0.72,True,False,True
257,Corner Eatery,Chennai,Italian,2.7,4423,760,29,0.49,True,False,False
258,Royal's Thai World,Hyderabad,Mughlai,3.7,1299,757,55,0.89,True,True,False
259,Garden's Cafe Point,Ahmedabad,Biryani,4.4,3089,969,34,0.35,False,False,False
260,Fusion Tales,Bangalore,Continental,4.0,4767,1623,32,0.66,False,False,True
261,Modern's Street Food Lounge,Chennai,Continental,2.3,4091,1302,49,0.65,False,True,True
262,Taste's North Indian Tales,Hyderabad,Fast Food,3.6,3102,449,30,0.4,True,False,True
263,Kitchen's Thai Delight,Kolkata,South Indian,4.4,1906,800,40,0.49,False,True,False
264,Fusion's Biryani House,Lucknow,Italian,2.9,3688,989,36,0.79,True,False,False
265,Garden's Chinese Zone,Lucknow,Japanese,3.7,263,642,44,0.38,False,True,True
266,Garden Kitchen,Mumbai,Chinese,3.7,4710,1417,24,0.47,False,False,False
267,Cafe's Mughlai World,Lucknow,Chinese,3.2,3107,446,46,0.59,True,False,True
268,Golden's Japanese Zone,Jaipur,Mexican,3.4,2097,931,48,0.85,True,True,False
269,Flavors's Fast Food Corner,Chennai,Chinese,4.7,2697,870,48,0.46,True,True,False
270,Flavors's Japanese Tales,Pune,Italian,3.6,1279,654,57,0.88,True,False,True
271,Fusion Lounge,Hyderabad,Mughlai,3.5,1675,912,31,0.64,True,True,True
272,Cafe's Chinese Kitchen,Bangalore,Desserts,4.0,2478,1071,37,0.39,True,True,True
273,Modern Hub,Mumbai,Mexican,3.8,953,1796,23,0.92,False,True,True
274,Heritage's Mughlai Point,Delhi,Fast Food,4.0,2436,740,42,0.44,False,True,True
275,Kitchen Kitchen,Hyderabad,South Indian,3.7,4377,561,35,0.9,True,False,True
276,Palace Eatery,Ahmedabad,South Indian,4.3,638,931,44,0.6,False,True,False
277,Express Bites,Kolkata,Thai,4.0,2666,884,46,0.94,False,True,True
278,Cafe's Fast Food Kitchen,Bangalore,Continental,4.0,976,1504,49,0.6,True,True,True
279,Fusion Hub,Kolkata,Italian,4.1,4152,1303,47,0.33,True,False,False
280,Corner's Cafe Kitchen,Ahmedabad,Italian,4.6,1739,587,51,0.7,True,False,False
281,Garden Lounge,Mumbai,Thai,3.8,3204,1703,53,0.9,True,False,True
282,Urban's Fast Food Bites,Hyderabad,Fast Food,3.2,1099,559,45,0.3,True,True,False
283,Modern Tales,Kolkata,Fast Food,3.0,1439,463,55,0.6,True,True,False
284,Heritage House,Jaipur,Desserts,3.8,357,522,26,0.71,True,False,True
285,Golden's Italian Junction,Chennai,Fast Food,3.9,808,852,45,0.77,True,False,False
286,Kitchen's Mughlai Spot,Delhi,Desserts,4.5,1629,787,46,0.69,True,False,True
287,Cafe's Chinese Story,Delhi,Mughlai,4.1,3088,1496,41,0.42,False,False,False
288,Express Junction,Mumbai,Cafe,4.2,1746,1500,53,0.33,False,False,True
289,House's Biryani House,Kolkata,Fast Food,3.0,1483,738,49,0.94,True,False,False
290,Royal Corner,Delhi,South Indian,3.6,3760,1320,46,0.5,False,False,True
291,Cafe's Italian Eatery,Pune,Chinese,4.7,3586,714,49,0.56,False,False,True
292,Heritage Garden,Hyderabad,Fast Food,4.0,3705,485,48,0.63,True,True,True
293,Urban's Biryani House,Mumbai,South Indian,3.9,1685,1122,27,0.52,True,True,False
294,Kitchen Express,Jaipur,South Indian,3.6,3253,631,37,0.38,True,False,True
295,Garden's Biryani Corner,Jaipur,Mexican,4.0,1658,810,25,0.73,False,False,False
296,Fusion House,Bangalore,Japanese,4.0,3294,1832,33,0.43,False,False,True
297,Classic Bites,Jaipur,Desserts,3.5,4701,711,50,0.73,True,True,False
298,Kitchen's Continental Bites,Lucknow,Biryani,3.8,1271,778,31,0.39,True,False,True
299,Corner's Italian House,Ahmedabad,Chinese,4.2,1441,797,56,0.43,True,True,True
300,Royal's Street Food Tales,Kolkata,Japanese,4.2,4556,1088,48,0.92,False,False,False
301,Golden Story,Mumbai,Italian,2.5,3740,1254,32,0.51,True,False,True
302,Golden's Cafe Lounge,Lucknow,Desserts,4.5,3146,517,35,0.75,True,False,True
303,Fusion's Mexican Hub,Pune,South Indian,4.1,2719,736,48,0.7,True,False,False
304,Modern's Continental Eatery,Ahmedabad,Mexican,3.5,4381,570,57,0.86,False,True,True
305,Flavors's North Indian House,Ahmedabad,Japanese,3.2,4290,1013,48,0.71,True,False,True
306,Golden's South Indian Spot,Delhi,Japanese,3.3,2474,1920,29,0.89,False,True,True
307,House House,Chennai,Continental,4.1,1614,1300,57,0.78,True,False,True
308,Urban's Japanese Eatery,Lucknow,Biryani,3.7,4892,471,50,0.61,True,True,False
309,Spice's Thai Lounge,Kolkata,North Indian,3.0,3514,594,44,0.49,True,False,False
310,Express's Mughlai House,Kolkata,Desserts,3.9,3241,617,43,0.57,True,False,False
311,Taste's Japanese Delight,Kolkata,Desserts,4.7,3304,798,31,0.41,True,False,False
312,Kitchen's Mexican Zone,Jaipur,Mughlai,3.8,4309,410,33,0.82,True,False,True
313,Garden's Chinese Express,Hyderabad,Fast Food,4.7,1210,479,47,0.38,True,True,False
314,Golden's North Indian House,Delhi,Mughlai,3.7,3882,1056,59,0.43,False,False,False
315,Urban Garden,Delhi,Fast Food,3.9,180,774,36,0.91,False,False,True
316,Cafe's Chinese Tales,Chennai,South Indian,4.7,3117,940,22,0.39,True,False,False
317,Golden's South Indian Zone,Mumbai,Continental,4.1,1284,1175,39,0.73,False,True,True
318,Fusion's Thai House,Ahmedabad,South Indian,3.0,4430,817,53,0.41,True,False,False
319,Cafe's Street Food Tales,Ahmedabad,Continental,3.6,2556,875,29,0.75,True,False,True
320,Cafe's Chinese Tales,Chennai,Fast Food,3.9,2528,382,59,0.95,True,False,True
321,Cafe's North Indian World,Delhi,Desserts,3.8,574,632,47,0.93,False,False,True
322,Flavors's Japanese Express,Delhi,Italian,4.5,3652,1197,38,0.58,False,False,False
323,Urban's Italian Express,Pune,South Indian,4.2,1875,910,50,0.81,True,False,False
324,House Grill,Kolkata,Desserts,3.0,1799,844,52,0.57,True,False,False
325,House's Japanese Bites,Bangalore,Chinese,4.3,1214,1199,48,0.62,True,False,True
326,Corner Point,Jaipur,Mughlai,3.7,4016,528,25,0.87,True,False,True
327,Express's Fast Food Delight,Ahmedabad,Desserts,4.5,1663,430,32,0.34,True,False,False
328,Royal's Biryani Express,Ahmedabad,Biryani,4.1,2692,546,20,0.58,False,False,False
329,Palace's Mexican Point,Mumbai,Mexican,3.7,539,828,33,0.84,True,True,True
330,Fusion's Mughlai Eatery,Hyderabad,Continental,3.7,3278,670,25,0.86,True,False,True
331,Corner Garden,Pune,North Indian,3.3,2788,824,38,0.36,False,False,True
332,Cafe Garden,Kolkata,North Indian,3.7,4105,777,49,0.47,True,False,True
333,Golden's Fast Food Delight,Delhi,Mexican,3.8,1047,1214,41,0.6,False,False,False
334,Golden's Street Food Grill,Delhi,Cafe,2.4,3763,919,28,0.44,True,True,True
335,Taste's Mexican Bites,Lucknow,Street Food,3.8,4811,291,50,0.41,False,False,False
336,Urban's Japanese Grill,Mumbai,Japanese,4.4,475,1067,52,0.56,True,False,True
337,Royal Junction,Hyderabad,Biryani,4.4,4275,638,59,0.59,False,False,False
338,Urban's Thai Tales,Pune,Japanese,3.9,3285,836,55,0.93,True,False,False
339,Bistro Eatery,Pune,Cafe,2.3,2299,542,44,0.73,True,True,False
340,Corner's Street Food Tales,Kolkata,South Indian,3.6,1142,601,49,0.67,False,False,True
341,Golden's Continental Hub,Ahmedabad,North Indian,3.3,1950,883,34,0.32,True,True,False
342,Urban's Street Food Lounge,Mumbai,Continental,3.6,3567,1935,44,0.62,False,False,True
343,Golden Lounge,Lucknow,Italian,3.7,1477,729,30,0.84,True,True,True
344,Golden's Street Food Express,Kolkata,Chinese,3.3,3801,544,35,0.48,False,False,True
345,Kitchen Spot,Ahmedabad,Desserts,4.1,854,506,38,0.74,True,True,True
346,Classic's Chinese World,Hyderabad,Italian,4.2,2842,1041,20,0.44,True,False,True
347,Corner Story,Mumbai,North Indian,3.6,3879,1340,51,0.88,False,True,True
348,Modern's Continental Kitchen,Hyderabad,Desserts,4.7,901,966,39,0.91,True,False,True
349,Royal Garden,Mumbai,Japanese,4.3,1733,1297,38,0.43,True,False,True
350,Taste's Desserts Delight,Ahmedabad,Continental,3.2,2949,522,28,0.36,True,False,True
351,Royal's Continental Spot,Hyderabad,Italian,3.0,568,1097,40,0.39,True,False,False
352,Fusion's Desserts Zone,Delhi,Continental,3.4,921,982,32,0.53,True,True,False
353,Garden Hub,Lucknow,North Indian,3.3,2649,531,33,0.7,False,False,True
354,Palace's Chinese Hub,Chennai,Desserts,3.5,1360,896,55,0.9,False,False,False
355,Cafe's Fast Food Point,Jaipur,Desserts,2.2,3778,378,22,0.7,True,False,True
356,Golden's Chinese Kitchen,Kolkata,Mexican,3.1,620,626,54,0.79,True,False,True
357,Spice Express,Chennai,South Indian,4.6,3475,867,25,0.33,True,True,False
358,Flavors's Italian Bites,Mumbai,Mughlai,4.1,4983,779,32,0.92,False,False,False
359,Fusion Corner,Ahmedabad,Thai,4.1,4583,1001,56,0.94,False,False,True
360,Bistro's Continental World,Pune,Biryani,3.1,893,819,39,0.93,True,True,True
361,Cafe's North Indian Lounge,Pune,Chinese,3.9,4036,734,51,0.38,True,False,False
362,Heritage Delight,Bangalore,Cafe,4.1,2944,696,27,0.37,True,True,True
363,Flavors's Continental Point,Ahmedabad,Cafe,4.6,203,675,43,0.57,False,True,False
364,Classic's Mughlai Eatery,Jaipur,South Indian,4.4,1825,805,45,0.9,True,False,False
365,Flavors's Mughlai Tales,Jaipur,Thai,2.7,3665,682,50,0.59,True,False,False
366,House's Desserts Bites,Chennai,Mughlai,4.7,1679,770,38,0.73,True,False,False
367,Kitchen's North Indian Story,Hyderabad,North Indian,3.4,1880,770,58,0.55,True,True,False
368,Garden's Chinese Eatery,Chennai,Chinese,4.8,1761,717,26,0.77,True,True,True
369,Kitchen's Chinese World,Delhi,Biryani,3.9,4323,848,51,0.79,False,False,False
370,Classic's Biryani Zone,Delhi,Italian,3.7,2835,1459,53,0.9,True,True,True
371,Urban Kitchen,Jaipur,Street Food,4.2,567,515,59,0.91,False,True,True
372,Heritage Eatery,Ahmedabad,Street Food,3.6,310,333,56,0.68,True,True,True
373,Fusion Tales,Pune,North Indian,3.8,3102,504,57,0.67,True,False,False
374,House's Thai Lounge,Delhi,Italian,3.7,3418,1241,49,0.85,False,False,True
375,Palace's Mexican Corner,Delhi,Continental,2.6,1055,1283,38,0.81,True,True,False
376,Urban Bites,Kolkata,Italian,3.0,77,1271,55,0.54,False,False,False
377,Corner Story,Hyderabad,Thai,4.3,338,844,46,0.8,True,False,True
378,Classic's South Indian Express,Ahmedabad,South Indian,2.5,844,540,41,0.93,True,False,True
379,House's Thai Lounge,Delhi,Cafe,2.9,3969,1271,54,0.69,False,False,False
380,Corner's Biryani Tales,Kolkata,Continental,3.8,978,957,34,0.37,True,True,False
381,Classic's Desserts Point,Ahmedabad,Continental,4.2,2551,827,29,0.94,True,True,True
382,Golden's South Indian Kitchen,Lucknow,North Indian,3.2,2843,796,36,0.54,False,False,True
383,Bistro's Street Food House,Pune,Chinese,3.6,687,555,55,0.84,True,True,True
384,Express Eatery,Ahmedabad,South Indian,4.0,3984,814,32,0.87,False,True,True
385,House's South Indian Eatery,Mumbai,Mexican,3.7,4703,1341,40,0.75,False,False,True
386,Corner's Mughlai Eatery,Chennai,Fast Food,3.3,2345,701,46,0.54,False,False,False
387,House's Mughlai Spot,Ahmedabad,Mexican,2.9,725,486,43,0.64,False,False,False
388,Palace's Japanese World,Delhi,Cafe,2.8,2335,948,25,0.42,True,False,False
389,Golden's Mughlai House,Kolkata,Cafe,2.7,969,457,40,0.56,False,True,True
390,Modern's Thai Lounge,Delhi,Japanese,4.0,4739,1435,58,0.35,False,False,False
391,Royal's Desserts World,Pune,Mughlai,4.2,4954,1037,55,0.58,True,False,False
392,Royal Corner,Delhi,Thai,4.1,3189,1127,21,0.65,True,False,True
393,Flavors's Chinese Eatery,Kolkata,Mexican,3.2,2418,1127,46,0.76,False,False,False
394,Fusion's Thai Garden,Ahmedabad,Cafe,4.3,249,641,56,0.33,True,False,False
395,Cafe Kitchen,Kolkata,Biryani,4.1,3820,952,56,0.34,False,False,True
396,Flavors Eatery,Hyderabad,Fast Food,4.9,631,910,26,0.65,False,False,False
397,Royal's Biryani Junction,Pune,Chinese,3.5,4362,843,48,0.59,True,False,False
398,Heritage Garden,Chennai,Chinese,4.3,2016,627,58,0.5,True,False,False
399,Modern's Thai Zone,Ahmedabad,Japanese,3.6,2592,811,27,0.36,True,False,False
400,Royal's Continental House,Lucknow,Cafe,4.5,4823,379,48,0.84,False,True,True
401,Royal Bites,Pune,Biryani,4.3,3114,1018,34,0.38,False,False,False
402,Taste's Mexican Point,Jaipur,Continental,4.0,4719,655,41,0.65,False,False,True
403,Royal Corner,Chennai,Biryani,4.0,1116,1170,37,0.61,False,False,False
404,Heritage Express,Ahmedabad,Mexican,3.6,3538,993,35,0.54,True,False,True
405,Cafe Delight,Bangalore,Desserts,3.9,614,571,48,0.81,True,True,False
406,Spice's Cafe House,Delhi,Japanese,3.3,433,1162,57,0.7,True,False,True
407,Golden Junction,Lucknow,Continental,3.5,1610,522,54,0.93,True,False,False
408,Flavors's South Indian Grill,Hyderabad,Street Food,4.2,1068,571,40,0.91,False,True,False
409,Golden's Continental Hub,Pune,Fast Food,3.0,251,473,42,0.4,True,False,True
410,Flavors's Mexican Corner,Hyderabad,Cafe,3.5,293,582,27,0.67,False,True,True
411,Fusion's North Indian Bites,Lucknow,North Indian,4.0,1341,617,46,0.43,True,False,False
412,Urban's North Indian Spot,Delhi,Japanese,3.5,3148,1987,44,0.86,False,True,False
413,Classic Grill,Kolkata,South Indian,4.6,681,658,24,0.45,True,False,True
414,Classic's South Indian World,Delhi,Mughlai,4.4,498,1206,57,0.55,True,False,False
415,House's Desserts Spot,Bangalore,Chinese,3.7,662,1032,36,0.51,False,False,True
416,Express Kitchen,Lucknow,Biryani,3.9,954,443,46,0.58,False,False,True
417,Garden's Cafe Corner,Kolkata,Continental,4.4,3849,1059,56,0.91,True,False,False
418,Heritage's South Indian Express,Pune,Biryani,3.2,885,1006,24,0.62,False,False,True
419,Kitchen Bites,Ahmedabad,Chinese,3.9,205,704,57,0.95,True,True,True
420,Taste's Mughlai Grill,Jaipur,North Indian,3.1,2211,656,39,0.57,False,True,True
421,Urban's Chinese Eatery,Jaipur,Biryani,4.0,3682,697,29,0.71,False,False,False
422,Spice's Continental Corner,Chennai,Desserts,4.0,1178,778,59,0.6,True,False,False
423,House's Continental Spot,Pune,Mexican,3.6,1450,862,48,0.83,True,True,True
424,House's North Indian Hub,Jaipur,Street Food,3.7,348,544,51,0.58,False,False,True
425,Classic's Italian Junction,Bangalore,Biryani,3.7,1005,1284,50,0.53,True,False,False
426,Garden Tales,Jaipur,Biryani,4.0,3173,793,46,0.92,False,False,False
427,Royal Point,Delhi,Fast Food,3.3,3015,775,45,0.63,True,False,False
428,Classic's Italian Junction,Jaipur,Thai,3.0,4070,740,38,0.44,True,False,False
429,Heritage Zone,Delhi,Thai,2.7,1780,891,35,0.71,True,True,False
430,Garden's Continental Grill,Jaipur,Japanese,2.4,1032,708,55,0.48,True,False,True
431,Flavors's South Indian Hub,Bangalore,Desserts,5.0,543,1160,52,0.43,True,False,False
432,Spice's South Indian Lounge,Pune,Mexican,4.1,814,758,41,0.87,False,True,True
433,Cafe's Cafe Kitchen,Mumbai,Japanese,4.0,888,1959,53,0.53,True,True,True
434,Express's South Indian Lounge,Lucknow,Japanese,3.0,917,1043,25,0.48,True,False,True
435,Modern Zone,Hyderabad,Biryani,3.4,1943,631,48,0.76,True,False,False
436,Urban Tales,Jaipur,Biryani,3.6,2773,609,39,0.81,True,False,True
437,Classic's Mexican Spot,Bangalore,Chinese,3.1,589,1252,28,0.83,True,True,True
438,Corner's Italian Delight,Kolkata,Mughlai,3.4,2268,653,34,0.41,False,True,True
439,Modern's Fast Food Tales,Mumbai,Mexican,3.7,1749,1205,48,0.79,True,False,True
440,Kitchen's Fast Food Eatery,Ahmedabad,North Indian,5.0,1242,522,30,0.39,True,False,False
441,Cafe's Desserts Garden,Chennai,North Indian,4.1,3519,716,54,0.45,True,False,True
442,Spice's Desserts Bites,Ahmedabad,Mexican,3.9,1877,498,57,0.62,True,False,True
443,Urban's Italian Zone,Ahmedabad,Street Food,3.6,167,632,44,0.7,True,True,False
444,Heritage Delight,Ahmedabad,North Indian,3.7,4994,885,56,0.81,True,True,True
445,Garden Garden,Kolkata,South Indian,4.4,3813,498,48,0.61,False,False,True
446,Taste's Continental Lounge,Mumbai,Desserts,4.2,128,1013,36,0.67,False,False,False
447,Modern's Italian Spot,Ahmedabad,Thai,4.4,3230,1020,59,0.45,True,True,False
448,Royal's Italian House,Hyderabad,Chinese,4.2,587,589,53,0.95,True,True,False
449,Classic's Continental Hub,Delhi,Street Food,4.7,636,1010,26,0.56,True,False,True
450,Spice's Street Food Zone,Mumbai,Mexican,3.7,1606,1659,44,0.91,False,False,True
451,Classic Story,Kolkata,Biryani,2.7,4973,784,44,0.41,False,True,False
452,Classic's Thai World,Kolkata,Continental,2.9,1516,1077,22,0.92,False,False,True
453,Heritage's Continental World,Chennai,Thai,3.6,344,1238,20,0.42,False,False,False
454,Modern's Italian Corner,Lucknow,Desserts,4.3,3422,398,52,0.47,True,False,False
455,Classic's Cafe Express,Hyderabad,Continental,3.6,3858,769,31,0.83,False,False,True
456,Taste Lounge,Lucknow,Street Food,3.2,3404,574,31,0.93,True,False,True
457,Urban's Chinese Grill,Bangalore,Japanese,3.9,76,1321,59,0.46,False,False,True
458,Classic House,Hyderabad,Italian,3.7,2190,1271,50,0.55,True,False,True
459,Garden's Continental Point,Chennai,Mughlai,2.9,4213,654,47,0.67,True,False,False
460,Heritage's Japanese Express,Bangalore,Thai,2.5,71,1502,21,0.44,False,False,True
461,House's Japanese Zone,Lucknow,Chinese,3.7,3657,748,50,0.56,False,False,False
462,Urban Lounge,Pune,Street Food,2.8,490,405,34,0.42,True,True,True
463,Flavors's Japanese Point,Mumbai,Fast Food,3.2,2843,835,37,0.86,True,True,True
464,Palace's Thai House,Kolkata,Mughlai,3.7,2423,893,47,0.94,True,False,True
465,Corner's Japanese Point,Hyderabad,Japanese,4.1,3280,1162,29,0.46,False,False,True
466,Bistro's South Indian Eatery,Kolkata,Cafe,3.2,4620,451,50,0.36,False,False,False
467,Corner Delight,Jaipur,Japanese,4.6,698,691,26,0.6,True,True,False
468,Classic's Desserts Tales,Delhi,Japanese,4.1,967,1160,51,0.89,True,True,False
469,Taste Eatery,Delhi,Japanese,3.6,3200,1251,44,0.47,False,False,True
470,Kitchen's Mughlai Express,Bangalore,Continental,3.8,1406,742,57,0.56,True,False,False
471,Taste Tales,Bangalore,Japanese,5.0,2044,1787,45,0.32,True,False,False
472,House Zone,Delhi,Desserts,4.1,2026,1149,45,0.81,False,False,False
473,Cafe's South Indian Zone,Hyderabad,Fast Food,4.5,1994,899,44,0.85,True,True,False
474,Express Junction,Delhi,Fast Food,4.8,4262,840,22,0.86,False,False,True
475,Palace's North Indian Hub,Mumbai,Cafe,3.1,539,1182,41,0.38,True,False,True
476,Modern's Mughlai Lounge,Kolkata,Street Food,4.0,3811,381,57,0.77,True,True,False
477,Urban's North Indian Point,Bangalore,Desserts,4.4,330,1106,27,0.78,True,False,True
478,Urban's Mughlai Tales,Kolkata,Cafe,4.1,2660,491,49,0.49,True,False,True
479,Palace's Desserts Junction,Lucknow,Chinese,4.2,4934,474,32,0.63,True,True,True
480,Heritage's Cafe Grill,Hyderabad,Fast Food,4.5,2539,867,35,0.81,True,False,True
481,Cafe House,Mumbai,Italian,3.5,4000,1243,50,0.74,False,False,False
482,Heritage's Chinese Hub,Jaipur,North Indian,3.7,3695,803,27,0.82,False,False,True
483,House's Mexican Bites,Hyderabad,Chinese,2.7,89,1059,52,0.94,True,False,False
484,Classic World,Chennai,Biryani,3.1,4593,751,45,0.61,True,False,True
485,Golden House,Kolkata,Japanese,4.5,1149,708,43,0.87,False,False,False
486,House's South Indian Hub,Ahmedabad,Italian,4.0,2091,922,51,0.55,True,True,True
487,Corner's Thai Hub,Kolkata,Biryani,2.8,2426,980,51,0.8,True,False,False
488,Garden's Chinese Eatery,Mumbai,Desserts,2.8,1541,804,44,0.73,False,True,False
489,Bistro Express,Kolkata,Mexican,3.4,4742,511,38,0.76,False,False,False
490,Corner's South Indian Bites,Bangalore,Mughlai,3.5,1139,1084,39,0.34,True,True,False
491,Fusion Kitchen,Ahmedabad,Biryani,4.2,4100,903,50,0.56,False,True,True
492,Bistro's Street Food Story,Kolkata,South Indian,4.3,202,970,22,0.79,True,True,False
493,Kitchen's North Indian House,Chennai,Continental,3.7,2647,1319,28,0.88,True,True,True
494,Garden's North Indian Spot,Ahmedabad,Mughlai,3.1,3743,726,41,0.81,False,False,False
495,Urban Junction,Pune,North Indian,5.0,3987,627,36,0.92,False,False,False
496,Urban's Italian World,Hyderabad,Desserts,3.5,184,525,45,0.78,True,False,False
497,Taste's Cafe World,Hyderabad,Italian,3.9,558,1147,24,0.72,True,False,False
498,Bistro's Japanese Tales,Delhi,Cafe,4.4,2275,607,55,0.83,True,False,False
499,Spice Express,Hyderabad,Italian,2.4,4858,1243,25,0.93,True,True,True
500,Modern's Chinese World,Jaipur,Italian,3.9,748,965,56,0.52,False,False,True
